id	case ID	aliquot_submitter_id_0	aliquot_submitter_xid_1	file_name	file_size	file_state	submitter_id
b338f9c6-0963-4dd0-b233-503bbb9b41f0	C3N-01517	CPT0167530006	CPT0167590002	3349ad7a-fa61-47bd-8d8f-00ecfcf4244c.wxs.MuSE.somatic_annotation.vcf.gz	170674	validated	97f9c0fb-8c63-49dc-b7cf-9b0898b85289
b3963e1f-fdc5-4afb-8f8b-ab7b72c9088a	C3L-01839	CPT0092060009	CPT0093730002	f88ffbaf-1928-41a5-9c57-039c9497f113.wxs.MuSE.somatic_annotation.vcf.gz	142988	validated	6a815c4c-ed83-4685-ae52-bef46a816ad8
ac9eebd3-78cf-4588-98ad-5b8e8bb29917	C3N-01367	CPT0093570002	CPT0093550012	40f77e0e-5b60-4b0c-97be-cf8c3bb16586.wxs.MuTect2.somatic_annotation.vcf.gz	5054014	validated	d285ce86-6cb7-4fc0-810d-1596e995b520
a771db49-b7d7-4b9b-90e8-d4608adaea41	C3L-02465	CPT0124250002	CPT0125570009	46db9cda-c93c-4253-a401-be6546011794.wxs.MuSE.somatic_annotation.vcf.gz	170018	validated	27e808f4-f6e3-4a6d-96b1-5adf06ac53a5
9abbee7d-852b-4a0d-8006-02bd45184da6	C3N-01367	CPT0093570002	CPT0093550012	0d9274fc-2ac0-4985-8b68-6eaea23b6af4.wxs.SomaticSniper.somatic_annotation.vcf.gz	2439996	validated	12741bfc-42a6-45cc-affd-dd2ec55b064f
9c573d28-f9f0-4682-99d0-8a3fadbbd9f0	C3N-01364	CPT0093450009	CPT0093490002	fc8d12b5-90f3-4179-92e8-621982546523.wxs.VarScan2.somatic_annotation.vcf.gz	572975	validated	f0e2f8c1-7f3c-4b13-b826-be18c91a8f1a
95cdd44b-7cc0-4cbd-b92a-384a368b26dc	C3L-01046	CPT0128570002	CPT0127480007	b9105830-922c-44f7-9556-b40bdffdc238.wxs.MuSE.somatic_annotation.vcf.gz	157184	validated	82f9b780-2a10-4f1f-9004-c6ac0e087241
97f0984c-1c7d-406d-b91b-e294235bd4dc	C3N-02185	CPT0168590006	CPT0168650002	fa63d989-ec2c-4318-94aa-1635bd836e74.wxs.MuTect2.somatic_annotation.vcf.gz	2964795	validated	cc1a8816-77be-4172-b0bd-e0875326be5b
97f76905-93e1-485b-b861-7d8089359a95	C3N-02181	CPT0168380006	CPT0168430002	027a8648-435f-4435-9d5c-ca8c9dabad3e.wxs.VarScan2.somatic_annotation.vcf.gz	317024	validated	94173879-5610-4a6f-b6a8-55b2aedcfc62
8a6f44a7-b01e-4e86-88a3-d11ba4f2636e	C3L-01046	CPT0128570002	CPT0127480007	ae588e1b-541f-41c3-9852-2b20c6ea1171.wxs.MuTect2.somatic_annotation.vcf.gz	3319536	validated	01d46aae-1d6b-4aa3-bfef-277d235ae30b
8e2eff2b-5ec9-4fda-a3e0-7eb08c01f5d5	C3N-01367	CPT0093570002	CPT0093550012	1aa2d7a2-caf5-4247-92e4-108c5cf2e713.wxs.MuSE.somatic_annotation.vcf.gz	158683	validated	dedc2cb3-c2cd-4099-b252-024b678df89f
7de5bbe8-431e-49c9-8bba-8695fd7eef4c	C3N-01192	CPT0087950009	CPT0087980002	91d56f7e-6ab2-40d5-8732-93fa2feda3e7.wxs.VarScan2.somatic_annotation.vcf.gz	447163	validated	277f839b-aaf2-4931-a71a-4eb25e4310df
83da05b2-a90f-4915-9771-5af4598d3ad2	C3N-02183	CPT0168480006	CPT0168540004	482b17bd-3311-4c8e-9f93-30567b3fdf36.wxs.MuTect2.somatic_annotation.vcf.gz	2305861	validated	1be0d75b-d07a-4ada-bd60-506b37a340ce
6f724e21-bb31-459c-a65c-3fd254f82686	C3N-02188	CPT0168830006	CPT0168870002	688ed0b6-eff1-4221-b23e-697344a49dca.wxs.SomaticSniper.somatic_annotation.vcf.gz	1803789	validated	ae019b90-e4ef-4f3c-bb81-6a7ab1c11793
7598bf34-1d1a-4a66-baac-0a494ce73ba4	C3L-02465	CPT0124250002	CPT0125570009	b35f7eb0-46d1-4b08-9dc4-960b2990af04.wxs.MuTect2.somatic_annotation.vcf.gz	3625678	validated	323a35df-bc29-479b-93fa-b831ea7d8413
623935b6-69cd-420c-a3b1-4765233f5534	C3N-02183	CPT0168480006	CPT0168540004	d23b691c-8a5f-4075-b6fd-a54dca7f5fa7.wxs.MuSE.somatic_annotation.vcf.gz	112761	validated	0f9fad4a-c03e-4957-a649-328b0fd701fa
68745e1a-dd3b-4a3e-9bc5-0ad231f9f1fc	C3L-00104	CPT0092440009	CPT0093800002	b870e61c-e17c-452c-81b1-8bdd6cf68129.wxs.MuTect2.somatic_annotation.vcf.gz	8661932	validated	09ed513b-1fe6-4df7-8a6e-b09a8f70699b
68eaf4eb-dc2f-4054-af91-370be74c6b55	C3N-02188	CPT0168830006	CPT0168870002	50fdab83-4bc0-4b82-a03f-587f66187abc.wxs.VarScan2.somatic_annotation.vcf.gz	301163	validated	b2b2a244-e7bb-4f7b-91d5-b89ade4d4375
68f339a3-5b19-4dd6-9cff-da1f5acbb765	C3N-01192	CPT0087950009	CPT0087980002	7171cae3-4650-467b-9ab2-2f415d12bf07.wxs.MuTect2.somatic_annotation.vcf.gz	9469617	validated	9b14f43f-0111-419a-b837-cb195a0c4b96
60021af5-21b7-4c78-9b72-683b32358882	C3N-02183	CPT0168480006	CPT0168540004	751264c8-e445-40d3-8536-97a19e8b07c7.wxs.SomaticSniper.somatic_annotation.vcf.gz	1976022	validated	c14e8e8c-da12-4cba-b8f5-c4f6bb05e0b0
60c219c7-4f5b-402a-ba53-b238b66387fa	C3N-02188	CPT0168830006	CPT0168870002	3d48e019-5794-4f24-989a-5b9bfdc8366e.wxs.MuSE.somatic_annotation.vcf.gz	133507	validated	c6e21b13-d58e-494a-9c34-63b828fc63ae
61c4e8d9-0593-4bc9-aa90-de586ca4ec0e	C3N-01515	CPT0080730002	CPT0079790009	b74b5d85-1e09-461f-a852-4277546cdcde.wxs.MuSE.somatic_annotation.vcf.gz	258024	validated	c1df9af7-145f-4e06-8bd3-b82404218177
5310e2f2-e8d7-46f0-80c7-16928dcb92f3	C3L-01046	CPT0128570002	CPT0127480007	5918bf78-c6ea-4dab-a0f5-60a173f675c7.wxs.SomaticSniper.somatic_annotation.vcf.gz	1904906	validated	4060ba27-9a57-4213-9ffe-77e566ceb378
49cd0733-0bf1-4b9f-b55c-f4d1df3af8a7	C3L-02465	CPT0124250002	CPT0125570009	de57d863-e9a9-404d-845c-b2fd1e4ef222.wxs.SomaticSniper.somatic_annotation.vcf.gz	2052855	validated	9c026c86-b9a4-4a93-b9b3-49b4dee43e5c
3aca5cb4-9330-4222-b2f0-ad91d8810245	C3N-01515	CPT0080730002	CPT0079790009	80e8bc7f-03e3-427c-a93e-bd397a8fba81.wxs.VarScan2.somatic_annotation.vcf.gz	438546	validated	ef34f722-8953-4e93-9e03-94f309bb22ea
3fda14f2-319a-449b-a550-e12a3f2a6149	C3N-01517	CPT0167530006	CPT0167590002	df6260e7-68c8-462a-b32c-91f681a2aeb1.wxs.SomaticSniper.somatic_annotation.vcf.gz	1913743	validated	5193cb3e-5e67-421d-9311-60f51e6d34df
45e92d56-60b6-4b34-bbf8-b06356af8128	C3N-01515	CPT0080730002	CPT0079790009	76e7fa61-cb48-4fb9-b6b5-d8a27a4f7282.wxs.MuTect2.somatic_annotation.vcf.gz	7961103	validated	c8a43023-db4c-48a5-a57b-c394e0318085
4935b5ff-ff24-4298-b5d0-52cf6c552b72	C3N-01369	CPT0162020006	CPT0162040002	c40cd1a1-7248-4e02-aa16-80d8cabfd90a.wxs.MuSE.somatic_annotation.vcf.gz	118726	validated	d1fa3e0c-ced3-4519-bd70-0505f29d18ca
342ea666-6bbb-4cda-b95a-058b2aa8146e	C3N-01364	CPT0093450009	CPT0093490002	f232e095-14eb-4c63-98bd-f4547f0876f0.wxs.MuSE.somatic_annotation.vcf.gz	141321	validated	b0898861-07eb-443a-9093-ebc7690da264
343817bf-ba19-4fcb-9d01-98d9841f629e	C3N-01367	CPT0093570002	CPT0093550012	3d530cca-45ce-4923-8547-21261e86320d.wxs.VarScan2.somatic_annotation.vcf.gz	782268	validated	afde8b1f-e128-4cd7-9097-382f74738e9a
360dfdd9-fdc3-4af0-9d78-8dcfb4b7fedc	C3N-01369	CPT0162020006	CPT0162040002	9a60e9ea-222d-4a8a-9343-a3b9edbdfda3.wxs.VarScan2.somatic_annotation.vcf.gz	250974	validated	d0c85ad3-9989-4a07-aa08-b01f3eac4c62
26cb828f-52c2-40c0-a2cc-5e7f2e737be5	C3N-02185	CPT0168590006	CPT0168650002	7dc4de12-7ec9-4d99-bdf0-8f1af76c634a.wxs.MuSE.somatic_annotation.vcf.gz	137353	validated	2a1fd8b2-404b-4cd3-9503-dc15e392f2e0
28049056-5797-45fa-9a6b-62e927ce5cef	C3L-02465	CPT0124250002	CPT0125570009	a764da97-1d48-4533-8f8a-d1433f958661.wxs.VarScan2.somatic_annotation.vcf.gz	282689	validated	677009b3-fb79-4d78-8808-77936b309041
2c04af1d-57e4-46d7-a2c2-5de864c2c041	C3N-01192	CPT0087950009	CPT0087980002	226a136b-324b-4719-86ef-d031400f95b2.wxs.MuSE.somatic_annotation.vcf.gz	229956	validated	e515f091-eaaf-4014-b66b-09ce80821127
25d5b586-85f5-4093-b45d-df4b7a33ad25	C3L-00104	CPT0092440009	CPT0093800002	6d672541-a81b-47a3-a4be-0db37fa57ea4.wxs.VarScan2.somatic_annotation.vcf.gz	491007	validated	fba6e08a-79fc-48e9-82ee-cd5dfd008bbc
154b2f78-37fa-4106-998a-4c4528849b7d	C3N-02185	CPT0168590006	CPT0168650002	923a8659-90a9-4c3c-8a00-e0a0a16f4942.wxs.SomaticSniper.somatic_annotation.vcf.gz	2849153	validated	46652c6f-2ae2-494a-badd-6032dcc3f8dc
1d95ffe4-6303-4c9c-b83b-dd21607d7f1e	C3N-01517	CPT0167530006	CPT0167590002	aba1f922-997d-4908-aadf-9c2a093f1835.wxs.VarScan2.somatic_annotation.vcf.gz	285104	validated	65967833-f4f3-4cab-b233-292f2efc7ccf
0de6cfea-9db4-450f-8ec0-9ad4e4bf41fe	C3N-01369	CPT0162020006	CPT0162040002	e9a850f0-aa7c-4e84-b011-b77ab56497f4.wxs.SomaticSniper.somatic_annotation.vcf.gz	2252373	validated	f9bcf3e9-19a2-49f8-8ef9-76f25ed023ad
0e2a3049-b775-41a2-9c82-7e01549990a0	C3N-01515	CPT0080730002	CPT0079790009	35bfd3bb-2136-4026-a513-7a6662aa249a.wxs.SomaticSniper.somatic_annotation.vcf.gz	1391107	validated	7007dcd2-407a-4176-be96-fb11ef8d26a8
1279919f-4543-414f-b159-925aa41d9287	C3N-02181	CPT0168380006	CPT0168430002	28988ee7-896d-40cf-b4ed-8b6d4bfc239c.wxs.MuTect2.somatic_annotation.vcf.gz	3976874	validated	8555e5a1-351a-4b16-af8e-80c8a095b84e
00ab35e7-35e0-4a6d-a0ab-8ed8eecb5dcf	C3L-01839	CPT0092060009	CPT0093730002	e1ead337-3e2b-4619-8bbe-3832bfb46ef2.wxs.SomaticSniper.somatic_annotation.vcf.gz	936793	validated	06df8599-b41b-47a9-83ac-ecda9eee9835
05da8b35-b254-4b95-be2d-e3ba7ea38769	C3N-02181	CPT0168380006	CPT0168430002	09dce411-8de6-4eec-9c3f-2ebdc1804c52.wxs.MuSE.somatic_annotation.vcf.gz	185564	validated	8701c502-8fc3-4424-ac7a-b62a79236184
083946b0-90ff-4b77-a9f6-65d3d65cba22	C3N-02183	CPT0168480006	CPT0168540004	647fab94-e119-4a24-8d51-915a513635d2.wxs.VarScan2.somatic_annotation.vcf.gz	241936	validated	3629fa29-d2f8-4057-afc1-c147edc4f55a
08408a7a-49a9-4bbd-b747-5911425f1caf	C3N-01364	CPT0093450009	CPT0093490002	8646fb23-141a-4d13-9131-8c052ed4bca9.wxs.SomaticSniper.somatic_annotation.vcf.gz	2431466	validated	30564804-4412-4fd8-82dd-9332e035db1f
fb7667bf-54bf-42eb-a61b-2d1e29e4b5fd	C3L-01040	CPT0171580011	CPT0171540002	11ef3119-ee5d-4d8c-9409-86d872b8d3d6.wxs.MuSE.somatic_annotation.vcf.gz	312052	validated	b4a69e8a-b4d2-48dc-a8ac-cf1f78754fe2
fba584fc-b629-4525-a61f-556939714ec2	C3L-01834	CPT0104220010	CPT0105090002	731bceed-c198-46b2-af84-b3c7032fa425.wxs.MuSE.somatic_annotation.vcf.gz	99401	validated	0bb24531-fd86-4f57-93cf-95dd7b8aaf88
fd746f0f-f825-4030-8b14-b247e188e3d0	C3N-01850	CPT0125300002	CPT0125260005	b3b353ae-dac5-470f-ae13-286d7723686a.wxs.MuTect2.somatic_annotation.vcf.gz	3071502	validated	fe10669e-9692-4846-89d2-dc2cc58db086
fdefddb5-e131-4c56-97e7-fd24e48cf421	C3L-02542	CPT0162540002	CPT0161730006	2fdd7d22-203b-4e66-a9ae-a6854d15ec4f.wxs.MuSE.somatic_annotation.vcf.gz	338745	validated	273c3b0a-cf8f-4f5a-a8bd-3cd780bd76b1
f85d95ef-78a0-454b-a2a6-76d2e9dcbd4b	C3N-01334	CPT0125250002	CPT0125220006	079b087d-2b3b-4840-949c-61f7d776db46.wxs.SomaticSniper.somatic_annotation.vcf.gz	2014872	validated	83449ecd-a846-4b77-be35-92e1abee16d9
f3dc87ee-ef19-482f-8bbc-60c58fff8c45	C3L-01834	CPT0104220010	CPT0105090002	f14d639e-a589-4abe-82c6-eaeb5cfe09b9.wxs.VarScan2.somatic_annotation.vcf.gz	213815	validated	1c15d9da-4e65-4fbe-be3c-7909142e99be
f533f51e-96f1-4296-9422-a1f2f70170fb	C3N-00661	CPT0087570009	CPT0087650002	f15c3bf3-f4bf-443c-b403-dc6abb026282.wxs.MuSE.somatic_annotation.vcf.gz	175666	validated	64775f7a-2392-4ebf-80d8-6d451ac63eb5
e9558a50-e210-4003-b597-e83778ab0ac2	C3N-00663	CPT0087730009	CPT0087810002	80fbc11b-6794-4a37-a553-75a968acf39c.wxs.VarScan2.somatic_annotation.vcf.gz	426596	validated	2f27df35-ab2e-4133-90ea-db5d20e4a957
e454381a-24ab-43e7-b6b9-08d283c25042	C3L-02504	CPT0175520002	CPT0175060006	820c12b6-8d59-46d3-abba-4ca7d88825e0.wxs.SomaticSniper.somatic_annotation.vcf.gz	1782187	validated	177959b5-6aa0-4220-b421-921c43f4d90e
e58bd184-bfaf-40d8-a74f-9b7ca194f889	C3N-01816	CPT0168080006	CPT0168120002	715b2226-d250-46d6-a6e8-077a0e8eb755.wxs.VarScan2.somatic_annotation.vcf.gz	265553	validated	0486d5a6-2be7-4fcc-a8f7-30e49921d530
dfa0e54d-df95-48cc-a20a-06f5f886aac6	C3N-01814	CPT0167920004	CPT0167860007	cf958574-b659-4ca1-b422-6f842479ced6.wxs.MuTect2.somatic_annotation.vcf.gz	3349819	validated	e9125d14-07c7-4628-acb3-712dd2a1734c
e11d3b29-6358-4877-87c8-b22b94404fde	C3L-02542	CPT0162540002	CPT0161730006	5f320986-7f0e-47ab-adfc-eea8afc87741.wxs.MuTect2.somatic_annotation.vcf.gz	3819894	validated	99258905-bfd2-4a85-84e0-8aebe785ad71
e1eb7e1a-2737-48a9-9c6e-f02a47cddfd2	C3N-01856	CPT0162100006	CPT0162120002	1e705f5f-1f9d-4693-b210-6f5698591d20.wxs.MuTect2.somatic_annotation.vcf.gz	3536581	validated	ac5c5b9d-573b-4c8d-83ee-4471bc7bfec8
dcf3e2de-4eb8-42ab-9e6d-eab95bbd389a	C3N-01818	CPT0168320002	CPT0168270006	3492beff-e927-473e-ac36-6ec1073c3cd7.wxs.VarScan2.somatic_annotation.vcf.gz	467096	validated	533cca1f-f373-439b-86aa-cf6886c940c3
deaf874b-09a6-4ea9-82cd-49b80c0fb4d4	C3L-01043	CPT0128550002	CPT0127420006	43b02390-8bb8-48b2-a721-63285105ede0.wxs.MuTect2.somatic_annotation.vcf.gz	2808650	validated	350d0e55-2c90-48d5-b60a-025d3adc62a4
d78d7989-9042-4965-a893-0cadf7c353bb	C3N-01370	CPT0162090002	CPT0162060005	d1e2898c-db4a-4a78-9888-4d218b3662da.wxs.VarScan2.somatic_annotation.vcf.gz	199656	validated	76b16925-6b47-4097-98db-9d556687ef84
d7b3d986-64d0-4a6f-891c-1e44488cc804	C3N-01518	CPT0167700002	CPT0167640006	f048b991-40a6-4707-8c8d-0f3e50505ce5.wxs.MuTect2.somatic_annotation.vcf.gz	2936406	validated	cb74f262-7c49-4d5a-b048-4933c2faa933
da8313c4-310d-4dae-a1e1-adfd40ce2da2	C3N-01814	CPT0167920004	CPT0167860007	3b8e52a2-1daf-4a78-9960-fc68f2262883.wxs.MuSE.somatic_annotation.vcf.gz	186620	validated	0b742ca0-aaf4-4403-a923-2e5cef89f7f4
ccf65687-159f-4372-b46f-a50d91f929d4	C3L-02542	CPT0162540002	CPT0161730006	0050ea21-b31b-4ecb-a8bb-fca6fbee86af.wxs.SomaticSniper.somatic_annotation.vcf.gz	3366131	validated	bd9d290f-cdfb-4c78-afb4-93da9cfddf6b
cda3f370-f255-433f-9721-834666969ea4	C3N-00662	CPT0087720002	CPT0087680009	53a9a79d-674a-4dac-9800-ff52d06b7aff.wxs.MuSE.somatic_annotation.vcf.gz	221013	validated	f98bde5d-7a24-4157-ad73-07e4d91ae2c1
ca755db8-2fa0-4620-ba50-4c3500a509d5	C3N-01334	CPT0125250002	CPT0125220006	296564c0-3fa1-4365-9236-347b73e7104d.wxs.MuTect2.somatic_annotation.vcf.gz	4090679	validated	4696cd4f-02d9-48a4-aa3a-76862ce6e200
cbfcb17e-ddad-4475-84cf-055c87b39e03	C3N-01518	CPT0167700002	CPT0167640006	96354db8-4607-404e-94df-8ed4ad91d132.wxs.SomaticSniper.somatic_annotation.vcf.gz	1090330	validated	923e7e46-0392-43bf-89d6-2e4071b89641
c84ccc66-5614-43cd-bc0e-3ab863027b36	C3N-01850	CPT0125300002	CPT0125260005	e99cee45-2096-4ead-bfb8-98df882a287f.wxs.MuSE.somatic_annotation.vcf.gz	136742	validated	859f14df-6cd4-4928-a4c7-788492827daa
bfd2a863-2997-401d-aa1a-b78c87194773	C3L-01045	CPT0124830002	CPT0123530009	9f442bee-3648-40f2-867a-f1cd64ef85cf.wxs.SomaticSniper.somatic_annotation.vcf.gz	1588901	validated	2966eeb9-9bf9-4fd5-9cc2-4d96baaed001
c38469e9-ddef-49e4-88a3-e57f996baf02	C3L-02504	CPT0175520002	CPT0175060006	7a02f818-0abd-43e2-a5fb-f6c9aade5044.wxs.VarScan2.somatic_annotation.vcf.gz	456009	validated	9c5ef512-a0a1-4778-ba41-ec481002d625
c4f41f01-fef3-4654-a296-cb7e76cdd3e3	C3N-01818	CPT0168320002	CPT0168270006	7007b42d-8832-4d8c-a1cb-500c4d8a2251.wxs.SomaticSniper.somatic_annotation.vcf.gz	3930629	validated	8e566341-7e80-4c61-b9e4-625a74a6f8a1
a3a18c4d-1667-4781-be15-5323c4c55031	C3N-01814	CPT0167920004	CPT0167860007	77155602-5f23-4165-bcfa-bc7a431eeca8.wxs.VarScan2.somatic_annotation.vcf.gz	353865	validated	6304f4e3-637e-4a14-97d6-34f6a71ea13c
a253da53-942a-4ade-95d8-b7adfa9e3d08	C3N-01505	CPT0091300002	CPT0089150009	2baaf0a6-3a89-4669-9d03-0ff9eb1d8f87.wxs.MuTect2.somatic_annotation.vcf.gz	9209052	validated	54f6e36d-1ad0-42a0-8ac0-c6ff6d52510c
9cea1d66-2e2d-405f-aa84-5c0f701fc367	C3N-01334	CPT0125250002	CPT0125220006	93f404a1-22ca-4a79-ac10-b102d9067769.wxs.MuSE.somatic_annotation.vcf.gz	215782	validated	bcdecd70-4792-4746-9d46-ddca751850bb
9f649da3-ff04-4855-968b-5b011dcd626d	C3L-01043	CPT0128550002	CPT0127420006	f17206e1-e1b7-4aa3-b01b-b8c16a1ecf74.wxs.MuSE.somatic_annotation.vcf.gz	141350	validated	d16e9438-92dc-4ab4-93f3-e883237efa73
96bbdbe3-151c-4ee8-bb9d-ae1e92f83a94	C3N-01368	CPT0093620002	CPT0093590009	35974e8e-1a81-4d23-ac2d-a72daf2a562e.wxs.MuTect2.somatic_annotation.vcf.gz	7509968	validated	06210a77-12e5-47b0-af0e-398da28cc6f7
9802c1ff-a112-4ede-9ea0-abb27fe5478b	C3L-01887	CPT0105110002	CPT0104330009	e4662681-3838-4c3b-b3cf-77a06ae1d3db.wxs.SomaticSniper.somatic_annotation.vcf.gz	1120839	validated	7b4fd0c9-9b79-4225-b7ca-111394015c1e
99ce05d4-4c8c-4ac6-886a-10dec3722f52	C3N-00665	CPT0093360009	CPT0093440002	c619b1d7-b0c1-41f4-8950-99124485253f.wxs.MuSE.somatic_annotation.vcf.gz	330795	validated	9d75411f-3424-4406-b76c-4ae30da2b870
9bb97a5f-205a-4663-ba83-89289afd4270	C3N-01857	CPT0162170002	CPT0162140007	ff6c89ca-e823-4511-ac6b-536cd9038035.wxs.MuSE.somatic_annotation.vcf.gz	171785	validated	9c323a40-b451-4ecf-b04d-1e1486e1b308
94df0bdd-b416-477d-a2d3-1b97a37782ce	C3N-01850	CPT0125300002	CPT0125260005	82dce0d0-e72e-4148-b038-7a31fcbdace3.wxs.VarScan2.somatic_annotation.vcf.gz	223959	validated	79d75ca5-0f7d-482f-aa9d-be24fd9e8518
8f5c3438-b7d5-4c22-8c17-b34ebc3a1579	C3L-02504	CPT0175520002	CPT0175060006	6521b3b3-0bc4-4db5-9360-d3f877c773be.wxs.MuTect2.somatic_annotation.vcf.gz	6066488	validated	effefcd9-5bf1-4f9a-8926-fe3d92dd6c11
907e8e0b-f9dd-4c66-9eda-da99448d070c	C3N-01816	CPT0168080006	CPT0168120002	d5b6782a-2f3f-4bad-9806-853c41d9a2c5.wxs.MuTect2.somatic_annotation.vcf.gz	2384514	validated	5215ceb4-00c0-48b8-8745-63480337ab33
86de96ec-cb43-4449-b2f0-9dbc1725d763	C3L-01040	CPT0171580011	CPT0171540002	86178a5d-811c-455a-bfb6-2ae7855bb894.wxs.VarScan2.somatic_annotation.vcf.gz	347004	validated	2b5026d7-092c-49fe-aeb9-b55421d4ce89
80f5bc57-c6da-430c-a981-fa8fd604c08b	C3L-01045	CPT0124830002	CPT0123530009	fca2999f-c81e-4b45-8d17-09fba192f2b3.wxs.MuSE.somatic_annotation.vcf.gz	181199	validated	77052c06-2329-439a-b5e3-35b364c361bb
842c0b33-e01d-41ae-93fc-2f7913c37b34	C3N-01505	CPT0091300002	CPT0089150009	e9110fbe-ab68-4a8e-92d4-e82bcd86c504.wxs.VarScan2.somatic_annotation.vcf.gz	364834	validated	f299070a-8479-4ffd-911b-6c8b1a4aa31e
855eb81c-c27a-400c-b99a-8e5fded36db6	C3N-00665	CPT0093360009	CPT0093440002	b6cc83a2-5c14-4b93-b0c2-1c2e74a7f838.wxs.MuTect2.somatic_annotation.vcf.gz	11282492	validated	bdf76884-0831-4410-92ef-afca0dda6a7e
86990436-5a2c-49d2-89eb-da5f94e62a47	C3L-01887	CPT0105110002	CPT0104330009	2a0fa119-6857-47bb-9206-d627c7892011.wxs.VarScan2.somatic_annotation.vcf.gz	293018	validated	7e17c6c6-6cf5-45e4-94a8-4c346c9c521c
7dcc585e-40cd-4bc3-8922-a899a8837bd2	C3N-01818	CPT0168320002	CPT0168270006	ea73c68b-8f24-4433-a6bb-801884b1df00.wxs.MuTect2.somatic_annotation.vcf.gz	3572605	validated	28ee792f-5d2a-4782-8c72-e676d50e57a7
70297116-ecb7-463a-a3ba-08d9b152c7a7	C3N-00662	CPT0087720002	CPT0087680009	401ef89a-1d69-4cdb-8642-8c5109fea4fd.wxs.MuTect2.somatic_annotation.vcf.gz	8551842	validated	ac83fff7-7b8c-4da5-8e49-5d8929a0c5c4
7142dfd3-9031-4e67-b217-bda4401d84e8	C3N-01370	CPT0162090002	CPT0162060005	69ea7e40-11b1-42c6-aa45-490c950804ca.wxs.SomaticSniper.somatic_annotation.vcf.gz	1563791	validated	d3cfdf9f-0ce9-4373-ab53-a042d546e291
654e1461-50d7-49d8-82ff-cf0f6078865e	C3L-01043	CPT0128550002	CPT0127420006	87561e17-76a2-4c06-9a76-498124c497ad.wxs.VarScan2.somatic_annotation.vcf.gz	202383	validated	ffcff1cd-3e40-488d-a22b-a21492b9c4b4
67de9568-c1d7-4ece-82a8-4090b2245297	C3L-01834	CPT0104220010	CPT0105090002	ad2542e6-16d2-4870-ad76-9a5a6b45db24.wxs.MuTect2.somatic_annotation.vcf.gz	2834074	validated	62b099c0-758d-4459-b793-323fdbc7ec73
5fa6686e-acee-48a6-beeb-de174698711d	C3N-01518	CPT0167700002	CPT0167640006	3bbd6960-6b73-4a8d-b8b2-9a56d4e7cc9f.wxs.VarScan2.somatic_annotation.vcf.gz	248710	validated	d9e00c98-709f-4451-87ef-5dec58994042
